date,dayToDay
2014-10-02,0.0
2014-10-07,0.0
2014-10-10,-0.013156905495827377
2014-10-15,0.07016988498469967
2014-10-16,-0.0015794007849143645
2014-10-17,-0.016840628015086345
2014-10-20,-0.002631046346893262
2014-10-21,0.015241956676802946
2014-10-23,0.02753783204520366
2014-10-27,0.0015342216666193176
2014-10-29,-0.030857952246054143
2014-10-30,-0.009578452083733424
2014-10-31,0.029109823424738886
2014-11-04,-0.007465936663970663
2014-11-05,-0.012405962801961046
2014-11-06,0.08631483097469361
2014-11-07,0.1050412565141864
2014-11-11,-0.07297046748775005
2014-11-12,0.001907547529725884
2014-11-13,0.08319102220053676
2014-11-14,-0.014070057159607295
2014-11-17,0.07293793025776751
2014-11-18,0.0606748864373784
2014-11-19,-0.009560105096121374
2014-11-20,-0.09589867310012057
2014-11-21,-0.044118362778021065
2014-11-24,0.02508014331510477
2014-11-25,0.0818318660767231
2014-11-26,0.015016009716241618
2014-11-28,0.00350967300119831
2014-12-01,0.031800031115490346
2014-12-02,0.08722985458343369
2014-12-05,0.052798795269227934
2014-12-09,0.05872705974228797
2014-12-10,-0.11689959730635158
2014-12-12,0.0073926138285363985
2014-12-16,-0.012222495541479585
2014-12-17,0.01419236107861954
2014-12-18,0.0016080650647863903
2014-12-19,-0.011564151131492341
2014-12-22,0.003956508837471229
2014-12-23,-0.003925239288625981
2014-12-26,0.01584705952310161
2014-12-29,0.004984809603869822
2014-12-31,-0.0015078582613234914
2015-01-02,-0.026542819347788568
2015-01-05,-0.01780199559229434
2015-01-08,0.026527460393998448
2015-01-13,0.016443705058226676
2015-01-14,-0.002844658401657707
2015-01-15,-0.033590589195253706
2015-01-16,0.050306125900619
2015-01-20,-0.03743020517995288
2015-01-21,-0.00348161439781447
2015-01-22,0.003811630804907096
2015-01-27,-0.019901285401324964
2015-01-30,-0.025663804165432902
2015-02-03,0.0640773884049185
2015-02-05,0.039816232771822335
2015-02-06,0.0054942152253156795
2015-02-10,-0.00787842457857657
2015-02-11,-0.00034224261052129284
2015-02-12,0.009928499005833258
2015-02-17,0.008560910880917705
2015-02-18,0.003082394783639586
2015-02-19,-0.0024008336960967824
2015-02-20,0.034680172476409976
2015-02-23,0.058718649708784036
2015-02-24,0.03982227855789466
2015-02-25,0.13951311478651807
2015-02-26,-0.02460066626804469
2015-02-27,-0.02108664229232193
2015-03-02,-0.058261787198561565
2015-03-03,-0.11957517295137875
2015-03-04,0.06514852513502267
2015-03-06,-0.09417304296645068
2015-03-09,-0.10429606625258823
2015-03-11,-0.03886902827429317
2015-03-12,0.0501809408926418
2015-03-13,0.05470358003959663
2015-03-16,0.03572339882623121
2015-03-17,0.02553509110789554
2015-03-18,0.007838048614251414
2015-03-20,0.017734403693792974
2015-03-23,-0.06509798780887466
2015-03-27,0.0406792140260458
2015-03-30,0.02016868594568655
2015-03-31,0.02461053046736339
2015-04-01,0.0051240614099052895
2015-04-02,0.008869877842362817
2015-04-06,-0.013638271086865215
2015-04-07,0.058926407493531625
2015-04-08,-0.02650963065600886
2015-04-09,0.010858216746711169
2015-04-10,0.008122620326076468
2015-04-13,-0.031735107937023166
2015-04-14,-0.001684275988054651
2015-04-16,-0.0030117186745863837
2015-04-17,-0.01033108168732455
2015-04-21,0.003638885177904561
2015-04-23,-0.00690077918138554
2015-04-24,-0.022283701262280964
2015-04-27,-0.031049263994167294
2015-04-29,-0.014314762098414091
2015-04-30,0.1087757421353015
2015-05-04,-0.0070964220137959
2015-05-05,-0.07107691546473371
2015-05-07,-0.0012838792906566534
2015-05-08,0.022483430823301176
2015-05-13,0.019057794563434705
2015-05-15,0.02034593050336908
2015-05-18,0.02058858100876626
2015-05-20,-0.009278287085461079
2015-05-21,0.07202348485312793
2015-05-26,-0.032637493286018504
2015-05-27,0.01307275611289005
2015-05-28,-0.00556067132036242
2015-06-01,0.0054925387147694025
2015-06-04,0.005697611385996004
2015-06-08,-0.0035493063495042327
2015-06-09,-0.07601738443303052
2015-06-11,0.0037593148704260226
2015-06-12,-0.010041656321553738
2015-06-15,-0.01594952239067582
2015-06-16,0.02320178039928389
2015-06-17,-0.003091073175212955
2015-06-18,0.008095253432967242
2015-06-19,0.018573012623677942
2015-06-23,-0.001641690520289618
2015-06-29,-0.0026693908142154665
2015-06-30,0.01300623768542064
2015-07-08,-0.05960432493586509
2015-07-09,0.07016850128266594
2015-07-14,-0.006066114818721324
2015-07-16,0.01226385579861866
2015-07-20,-0.021354522316717528
2015-07-23,0.004172232002529808
2015-07-24,0.0012230114304528914
2015-07-27,0.005609835035202293
2015-07-28,0.012407249726310576
2015-07-30,-0.038293033054307424
2015-07-31,0.012599951538647793
2015-08-05,0.02102086574755213
2015-08-06,-0.01749588903474053
2015-08-07,-0.05645415849634139
2015-08-10,0.026372225120268825
2015-08-12,0.02919823076847305
2015-08-13,0.07447411606743237
2015-08-20,-0.027312770748501025
2015-08-21,0.06858824456764513
2015-08-24,-0.055082120026058064
2015-08-25,-0.026738082485270542
2015-08-27,0.004563279857397573
2015-08-28,0.02106080781180641
2015-08-31,0.032692286102410484
2015-09-01,-0.0439789981552432
2015-09-04,-0.0412434125105019
2015-09-08,-0.004637667372226373
2015-09-10,0.02185685828982875
2015-09-11,-0.016997132196490794
2015-09-14,0.02241267302983363
2015-09-15,-0.02072748669733193
2015-09-16,0.045662861428214296
2015-09-17,-0.009458783480910338
2015-09-18,0.0044524653221451604
2015-09-21,-0.00797945091236607
2015-09-22,-0.0140396349694909
2015-09-24,0.017659615757810943
2015-09-28,-0.07545881348698269
