date,dayToDay
2002-10-01,0.0
2002-10-02,-0.008522727272727293
2002-10-04,-0.0021287919105907878
2002-10-07,0.0
2002-10-10,0.0021407546160022717
2002-10-11,0.008569388240894926
2002-10-14,-0.010729613733905685
2002-10-15,0.02786438035853467
2002-10-16,0.002140945584299669
2002-10-17,-0.0021392134276780887
2002-10-18,-0.00570293803146793
2002-10-23,0.010638297872340495
2002-10-25,0.0007066612117380133
2002-10-28,0.01480593647548212
2002-10-29,0.01406234305420695
2002-10-31,-0.0020925577727908267
2002-11-01,-0.0055623153137494
2002-11-04,-0.007628082438767336
2002-11-06,-0.0027595370110125032
2002-11-08,0.0
2002-11-12,-0.015095508975409013
2002-11-15,0.0034168793841578005
2002-11-18,0.0006824740659854277
2002-11-19,-0.006135666401545281
2002-11-20,0.017698789417522117
2002-11-21,0.0
2002-11-22,-0.004752537297843196
2002-11-25,0.0040684861840990525
2002-11-26,-0.0040640333052486275
2002-12-03,0.005395036566358979
2002-12-04,-0.009433271323734171
2002-12-05,0.004039188724647702
2002-12-09,-0.004031705109569073
2002-12-10,-0.005371723248818183
2002-12-11,0.0
2002-12-12,0.0
2002-12-16,-0.003346892539004109
2002-12-18,0.0
2002-12-19,0.002662911278965674
2002-12-20,0.03521729685523334
2002-12-23,0.021871574600423327
2002-12-24,0.032366652693621815
2002-12-27,-0.011796733212341204
2002-12-30,-0.0006528480496166277
2002-12-31,-0.0013013338672138721
2003-01-02,0.0
2003-01-03,-0.025209770650755026
2003-01-06,0.0019335886661955293
2003-01-07,-0.003857089875138886
2003-01-08,-0.0006412786108920264
2003-01-09,0.0
2003-01-13,-0.005733397037744893
2003-01-14,0.0
2003-01-16,0.0
2003-01-17,-0.006336054587547046
2003-01-22,-0.017709663686675148
2003-01-23,0.0025293059000923712
2003-01-27,-0.004421661281309941
2003-01-28,0.0
2003-01-30,0.018281668626571542
2003-01-31,-0.0044091283492417865
2003-02-03,0.0018883455188107856
2003-02-07,0.0037667511771097843
2003-02-10,0.003137406330320558
2003-02-11,-0.0018812406540928968
2003-02-14,-0.0018789521228546047
2003-02-18,0.0031310966063730072
2003-02-20,0.0
2003-02-21,-0.008761267495456916
2003-02-26,0.007509386733416834
2003-03-03,0.0006250150243996
2003-03-05,-0.011241757845810165
2003-03-06,0.008742854397847943
2003-03-07,0.01810563219632844
2003-03-10,0.0
2003-03-11,-0.0012480798771121735
2003-03-13,0.015629132703358972
2003-03-14,0.009388089162775115
2003-03-17,-0.0018789973862665121
2003-03-18,-0.011282545805207269
2003-03-19,0.0043918389015576995
2003-03-20,0.004395657476844339
2003-03-21,0.005653334621842586
2003-03-24,-0.005654700772084187
2003-03-25,0.00879864636209815
2003-03-26,-0.00314267756128217
2003-03-27,-0.005657708628005631
2003-03-28,0.014462085394019275
2003-03-31,-0.011945206804415465
2003-04-01,0.006287483072161093
2003-04-02,0.0018864273967300613
2003-04-04,0.015716997328110494
2003-04-08,0.0
2003-04-09,-0.0025060844839635
2003-04-10,0.006884018726456498
2003-04-14,-0.0062418975368510035
2003-04-16,-0.005603247009805745
2003-04-17,0.0018652924084990863
2003-04-21,0.004967579379768994
2003-04-22,-0.001240250912299956
2003-04-23,-0.010528447054059642
2003-04-28,-0.002466822424364468
2003-04-29,0.002463170858793995
2003-04-30,0.011680834210184177
2003-05-02,0.014073402915877331
2003-05-06,0.0006083152008611313
2003-05-07,0.021833704615169203
2003-05-08,-0.0024173116705017428
2003-05-13,0.0
2003-05-14,0.0011923460555128829
2003-05-15,-0.007725361126348362
2003-05-16,0.002962254047464419
2003-05-21,0.014676661849710946
2003-05-22,-0.005267363729473562
2003-05-28,0.005798588266779703
2003-06-02,-0.0051697854759957815
2003-06-03,-0.014313397339910106
2003-06-04,0.014271599516961218
2003-06-05,-0.003414538052399996
2003-06-06,-0.018724834411793626
2003-06-10,0.0
2003-06-11,0.014079473211094597
2003-06-12,-0.008985657508208122
2003-06-17,-0.011708697889861064
2003-06-19,-0.0005552352275397522
2003-06-20,-0.003879893835871951
2003-06-24,0.0
2003-06-26,0.0
2003-07-01,-0.0021902345025113235
2003-07-03,0.004913334243210055
2003-07-07,0.00327102313829497
2003-07-10,0.0
2003-07-11,0.017889721750190324
2003-07-14,0.0010824538395886039
2003-07-15,0.008105327694241994
2003-07-16,-0.0005395086321380305
2003-07-18,0.0005385085384670418
2003-07-22,0.012907229289481958
2003-07-23,0.06396460652670521
2003-07-24,-0.0032193158953721657
2003-07-25,0.0037494077171875695
2003-07-28,-0.00641625451142902
2003-07-31,0.0074456660700588095
2003-08-01,0.001592291675172608
2003-08-04,-0.012177489970879972
2003-08-06,-0.005276241692455885
2003-08-07,0.010535379628222595
2003-08-11,0.001049826374868723
2003-08-12,-0.00628873771730909
2003-08-13,0.00784984652543663
2003-08-14,0.0
2003-08-15,-0.005217426203519837
2003-08-18,-0.0026042710044473787
2003-08-19,0.01092262142914302
2003-08-22,-0.006714409161791446
2003-08-25,-0.021116437542094246
2003-08-27,-0.02000019724060409
2003-08-29,-0.014308035494934312
2003-09-02,0.008162704680800936
2003-09-03,0.01425997022643588
2003-09-04,-0.00203303684879308
2003-09-09,0.011624968410411718
2003-09-10,-0.011603651851636032
2003-09-11,0.002518476902660716
2003-09-12,-0.007543374402816161
2003-09-15,0.0075323019873688715
2003-09-18,0.0049937098462514715
2003-09-23,0.004467268666119351
2003-09-24,0.005449175955034691
2003-09-25,-0.004945034044657515
2003-09-26,-0.004443178581600593
2003-09-29,0.002957906712172997
2003-09-30,0.0044302659106184574
2003-10-01,0.0
