date,open,high,low,close,volume,range,average,single_day_change,day_to_day_change,12 day ema,26 day ema,volume ema,52 week volume average,52 day high,52 week high,52 day low,52 week low,52 day average,52 day standard deviation,52 week standard deviation,52 week average
2014-10-20,19.2,19.2,18.53,19.03,71667,0.6699999999999982,18.92,0.16999999999999815,-0.04999999999999716,18.980954636839307,18.903598376158353,1554471.356929476,323607.9166666667,20.1,20.1,17.6,17.6,19.00384615384615,0.36470300797178556,0.36470300797178556,19.00384615384615
2014-10-21,19.08,19.5,19.0,19.32,91042,0.5,19.273333333333333,-0.240000000000002,0.28999999999999915,19.02481144131341,18.931328497946478,1481299.8890830022,304227.8461538461,20.1,20.1,17.6,17.6,19.02642857142857,0.3607454017696676,0.3607454017696676,19.02642857142857
2014-10-22,19.41,21.02,19.2,20.52,312342,1.8200000000000003,20.246666666666666,-1.1099999999999994,1.1999999999999993,19.2080897251164,19.029978860600494,1422851.9946288522,289000.28571428574,20.1,20.1,17.6,17.6,19.125999999999998,0.5101607589770109,0.5101607589770109,19.125999999999998
2014-10-23,20.41,22.23,20.41,21.05,80998,1.8200000000000003,21.23,-0.6400000000000006,0.5300000000000011,19.51137626634894,19.194980446055457,1355759.2948974094,290556.4,21.02,21.02,17.6,17.6,19.246249999999996,0.6788950121336876,0.6788950121336876,19.246249999999996
2014-10-24,21.24,22.32,21.06,22.0,155610,1.2600000000000016,21.793333333333333,-0.7600000000000016,0.9499999999999993,19.853669826396597,19.389856912601296,1295751.8301525388,277459.0,22.23,22.23,17.6,17.6,19.408235294117645,0.9239126218815135,0.9239126218815135,19.408235294117645
2014-10-27,22.0,22.6499,21.9,22.03,200604,0.7499000000000002,22.193299999999997,-0.030000000000001137,0.030000000000001137,20.204614352437105,19.6001151441562,1240994.4386449119,270291.4117647059,22.32,22.32,17.6,17.6,19.553888888888885,1.0802064560325129,1.0802064560325129,19.553888888888885
2014-10-28,21.97,22.1,21.8218,22.0,54810,0.2782000000000018,21.973933333333335,-0.030000000000001137,-0.030000000000001137,20.47001219957154,19.778151508344486,1181685.2167126662,266419.8888888889,22.6499,22.6499,17.6,17.6,19.682631578947365,1.184811075791647,1.184811075791647,19.682631578947365
2014-10-29,21.99,22.0,21.33,21.39,197761,0.6700000000000017,21.573333333333334,0.5999999999999979,-0.6099999999999994,20.635510369635806,19.912790145218647,1132489.0058770329,255282.52631578947,22.6499,22.6499,17.6,17.6,19.767999999999994,1.2132831491453266,1.2132831491453266,19.767999999999994
2014-10-30,21.23,21.38,21.14,21.2,65404,0.23999999999999844,21.24,0.030000000000001137,-0.19000000000000128,20.726183814190435,20.01233088432725,1079134.755583181,252406.45,22.6499,22.6499,17.6,17.6,19.83619047619047,1.2226843076198262,1.2226843076198262,19.83619047619047
2014-10-31,21.45,22.14,21.0,21.78,310829,1.1400000000000006,21.64,-0.33000000000000185,0.5800000000000018,20.86325624206187,20.134406068002708,1040719.4678040219,243501.57142857142,22.6499,22.6499,17.6,17.6,19.924545454545452,1.2613258798607965,1.2613258798607965,19.924545454545452
2014-11-03,22.04,22.4399,21.6337,22.0,43862,0.8062000000000005,22.024533333333334,0.03999999999999915,0.21999999999999886,21.03744780575259,20.276165612902506,990876.5944138208,246561.9090909091,22.6499,22.6499,17.6,17.6,20.014782608695647,1.304190135395434,1.304190135395434,20.014782608695647
2014-11-04,22.18,22.39,21.7743,21.85,31693,0.6157000000000004,22.004766666666665,0.3299999999999983,-0.14999999999999858,21.1825456348897,20.405810691934818,942917.4146931297,237748.86956521738,22.6499,22.6499,17.6,17.6,20.09125,1.328355225143737,1.328355225143737,20.09125
2014-11-05,21.82,22.0,21.0,21.6,39658,1.0,21.53333333333333,0.21999999999999886,-0.25,21.235163789656244,20.490374890039707,897754.4439584732,229163.20833333334,22.6499,22.6499,17.6,17.6,20.151600000000002,1.3346750316088185,1.3346750316088185,20.151600000000002
2014-11-06,21.5,26.4,21.15,23.35,488797,5.25,23.633333333333336,-1.8500000000000014,1.75,21.594889221207808,20.72609677328673,877306.5717605494,221583.0,22.6499,22.6499,17.6,17.6,20.274615384615384,1.446085513933899,1.446085513933899,20.274615384615384
2014-11-07,23.49,26.5,23.49,25.5,122556,3.0100000000000016,25.16333333333333,-2.0100000000000016,2.1499999999999986,22.130155838026635,21.058889515290225,839569.043172522,231860.46153846153,26.4,26.4,17.6,17.6,20.46814814814815,1.7284504664841178,1.7284504664841178,20.46814814814815
2014-11-10,25.71,27.31,24.67,26.48,79492,2.639999999999997,26.153333333333336,-0.7699999999999996,0.9800000000000004,22.73363246232264,21.44097280164346,801565.1910138958,227812.14814814815,26.5,26.5,17.6,17.6,20.68285714285714,2.031142987761988,2.031142987761988,20.68285714285714
2014-11-11,26.78,27.0,24.2,24.96,174476,2.8000000000000007,25.386666666666667,1.8200000000000003,-1.5199999999999996,23.131587592974242,21.736899841520202,770210.731463201,222515.0,27.31,27.31,17.6,17.6,20.83034482758621,2.1429780805009955,2.1429780805009955,20.83034482758621
2014-11-12,25.77,25.84,24.85,25.0,182185,0.9899999999999984,25.23,0.7699999999999996,0.03999999999999915,23.446349454028105,21.998882353406188,740809.4448900409,220858.4827586207,27.31,27.31,17.6,17.6,20.969333333333335,2.2359545811328303,2.2359545811328303,20.969333333333335
2014-11-13,24.84,27.15,24.84,26.76,105088,2.3099999999999987,26.25,-1.9200000000000017,1.7600000000000016,23.866897035923888,22.317716176900724,709023.3726455389,219569.36666666667,27.31,27.31,17.6,17.6,21.156129032258065,2.425901465194856,2.425901465194856,21.156129032258065
2014-11-14,26.96,26.96,25.57,26.46,107302,1.3900000000000006,26.330000000000002,0.5,-0.3000000000000007,24.236362480535306,22.61863746363317,678937.3040132619,215876.4193548387,27.31,27.31,17.6,17.6,21.321875,2.5598271883810835,2.5598271883810835,21.321875
2014-11-17,26.99,29.67,26.0,28.03,163422,3.6700000000000017,27.900000000000002,-1.0400000000000027,1.5700000000000003,24.78590810845501,23.014739653860683,653161.5388125988,212483.46875,27.31,27.31,17.6,17.6,21.525151515151514,2.770637298104756,2.770637298104756,21.525151515151514
2014-11-18,27.99,30.0,27.99,29.35,87581,2.0100000000000016,29.113333333333333,-1.360000000000003,1.3200000000000003,25.43502189218676,23.472134179821133,624882.5118719689,210996.75757575757,29.67,29.67,17.6,17.6,21.755294117647058,3.0329060373084213,3.0329060373084213,21.755294117647058
2014-11-19,29.55,30.08,29.14,29.14,90963,0.9399999999999977,29.453333333333333,0.41000000000000014,-0.21000000000000085,26.037768608358746,23.920724116334547,598186.5362783704,207366.88235294117,30.0,30.0,17.6,17.6,21.966285714285714,3.2325373366216614,3.2325373366216614,21.966285714285714
2014-11-20,29.23,29.6,26.9178,27.02,104851,2.6822000000000017,27.845933333333335,2.210000000000001,-2.120000000000001,26.308993317104935,24.215114807609456,573519.7594644519,204041.05714285714,30.08,30.08,17.6,17.6,22.106666666666666,3.2937482869487433,3.2937482869487433,22.106666666666666
2014-11-21,27.34,27.58,25.268,26.04,125439,2.3119999999999976,26.296000000000003,1.3000000000000007,-0.9800000000000004,26.307044319539195,24.371181197038748,551115.7214912293,201285.77777777778,30.08,30.08,17.6,17.6,22.21297297297297,3.3109522308461683,3.3109522308461683,22.21297297297297
2014-11-24,26.05,28.85,25.885,26.6,120651,2.965,27.111666666666668,-0.5500000000000007,0.5600000000000023,26.427737671608313,24.576717607260843,529592.4854166678,199235.86486486485,30.08,30.08,17.6,17.6,22.328421052631576,3.341716015459399,3.341716015459399,22.328421052631576
2014-11-25,26.76,29.4,26.65,28.44,64021,2.75,28.16333333333333,-1.6799999999999997,1.8399999999999999,26.688077020867063,24.84571378671628,506313.91114583437,197167.84210526315,30.08,30.08,17.6,17.6,22.485128205128206,3.437135712572369,3.437135712572369,22.485128205128206
2014-11-26,28.32,29.43,27.84,28.78,33413,1.5899999999999999,28.683333333333334,-0.46000000000000085,0.33999999999999986,26.987365467737,25.133535252712562,482668.86558854266,193753.8205128205,30.08,30.08,17.6,17.6,22.642500000000002,3.5333304048730008,3.5333304048730008,22.642500000000002
2014-11-28,29.25,29.4,27.8074,28.86,57934,1.5925999999999974,28.68913333333333,0.39000000000000057,0.0799999999999983,27.242630647576448,25.40020510875912,461432.12230911554,189745.3,30.08,30.08,17.6,17.6,22.794146341463417,3.6193632209168567,3.6193632209168567,22.794146341463417
2014-12-01,28.52,29.66,27.95,29.59,86745,1.7100000000000009,29.066666666666666,-1.0700000000000003,0.7300000000000004,27.51623605043998,25.675189725602188,442697.76619365974,186530.39024390245,30.08,30.08,17.6,17.6,22.955952380952382,3.7230792807924145,3.7230792807924145,22.955952380952382
2014-12-02,30.32,32.88,30.09,31.61,81265,2.7900000000000027,31.526666666666667,-1.2899999999999991,2.0199999999999996,28.11780064287398,26.114050496182024,424626.12788397673,184154.54761904763,30.08,30.08,17.6,17.6,23.157209302325583,3.903862920285315,3.903862920285315,23.157209302325583
2014-12-03,31.43,32.49,31.11,31.11,58769,1.3800000000000026,31.570000000000004,0.3200000000000003,-0.5,28.635630546442883,26.523246708968376,406333.2714897779,181761.76744186046,32.88,32.88,17.6,17.6,23.337954545454547,4.037144906729741,4.037144906729741,23.337954545454547
2014-12-04,30.83,32.1999,30.1,30.46,80967,2.099899999999998,30.919966666666667,0.36999999999999744,-0.6499999999999986,28.97828096447645,26.85300070579575,390064.957915289,178966.47727272726,32.88,32.88,17.6,17.6,23.496222222222226,4.127770605646528,4.127770605646528,23.496222222222226
2014-12-05,30.7,32.13,30.7,31.71,45372,1.4300000000000033,31.513333333333332,-1.0100000000000016,1.25,29.358538819804984,27.20252565286107,372830.3100195245,176788.7111111111,32.88,32.88,17.6,17.6,23.674782608695658,4.2547455547129625,4.2547455547129625,23.674782608695658
2014-12-08,31.65,33.322,30.89,31.0,61893,2.432000000000002,31.737333333333336,0.6499999999999986,-0.7100000000000009,29.715357996834236,27.54263622889649,357283.44451854826,173931.8260869565,32.88,32.88,17.6,17.6,23.830638297872344,4.339939897738226,4.339939897738226,23.830638297872344
2014-12-09,30.89,32.64,30.245,32.41,61320,2.3949999999999996,31.765,-1.519999999999996,1.4099999999999966,30.0228042973091,27.859313511729255,342485.27229262085,171548.02127659574,33.322,33.322,17.6,17.6,24.009375000000002,4.4658908248383105,4.4658908248383105,24.009375000000002
2014-12-10,32.08,32.76,28.57800000000001,29.59,84318,4.181999999999988,30.30933333333334,2.4899999999999984,-2.8199999999999967,30.06578365271274,28.04306499834956,329576.9086779898,169251.60416666666,33.322,33.322,17.6,17.6,24.12326530612245,4.48996267779366,4.48996267779366,24.12326530612245
2014-12-11,29.8,31.5,29.59,29.78,59179,1.9100000000000001,30.290000000000003,0.019999999999999574,0.19000000000000128,30.099416104805826,28.211585123473345,316057.0132440903,167518.26530612246,33.322,33.322,17.6,17.6,24.2364,4.514835881845541,4.514835881845541,24.2364
2014-12-12,29.6,30.83,29.04,29.96,57381,1.7899999999999991,29.94333333333333,-0.35999999999999943,0.17999999999999972,30.07600368908495,28.341466239212846,303123.21258188575,165351.48,33.322,33.322,17.6,17.6,24.34862745098039,4.540243588355077,4.540243588355077,24.34862745098039
2014-12-15,30.0,30.39,28.6701,29.7,143258,1.719899999999999,29.586700000000004,0.3000000000000007,-0.26000000000000156,30.002608135722205,28.434858771271884,295129.9519527915,163234.41176470587,33.322,33.322,17.6,17.6,24.451538461538462,4.556041797866359,4.556041797866359,24.451538461538462
2014-12-16,29.77,30.57,29.06,29.4,88336,1.5100000000000016,29.676666666666666,0.370000000000001,-0.3000000000000007,29.953716915363874,28.527994363426494,284790.2543551519,162850.25,33.322,33.322,17.6,17.6,24.54490566037736,4.5628031034564005,4.5628031034564005,24.54490566037736
2014-12-17,29.21,30.33,27.0197,29.75,151480,3.310299999999998,29.03323333333333,-0.5399999999999991,0.3500000000000014,29.81564437805929,28.56588728616951,278124.7416373943,161444.320754717,33.322,33.322,17.91,17.6,24.661153846153848,4.528058954939554,4.574501408288199,24.6412962962963
2014-12-18,29.98,30.52,28.6901,29.79,100964,1.8298999999999985,29.666700000000002,0.19000000000000128,0.03999999999999915,29.793302721350397,28.648448239706795,269266.7045555246,161259.7962962963,33.322,33.322,17.91,17.6,24.87461538461539,4.501208154714799,4.584627623513276,24.734909090909092
2014-12-19,29.93,30.89,28.79,29.5,633651,2.1000000000000014,29.72666666666667,0.4299999999999997,-0.28999999999999915,29.783307313147837,28.72931462172879,287485.91932774836,160163.5090909091,33.322,33.322,17.91,17.6,25.0775,4.480378536119808,4.587123281534954,24.82
2014-12-22,29.5,30.01,29.34,29.6,44651,0.6700000000000017,29.650000000000002,-0.10000000000000142,0.10000000000000142,29.76331121617566,28.79836602509913,275344.1733613609,168618.64285714287,33.322,33.322,17.91,17.6,25.274807692307693,4.444735213357923,4.589810894849272,24.903859649122808
2014-12-23,29.56,29.9,28.62,29.5,96828,1.2799999999999976,29.34,0.05999999999999872,-0.10000000000000142,29.699814533749308,28.838988573216696,266418.3646932929,166443.77192982455,33.322,33.322,17.91,17.6,25.476153846153842,4.398722346775671,4.589235984380509,24.983103448275862
2014-12-24,29.39,29.795,29.2,29.35,27941,0.5950000000000024,29.448333333333334,0.03999999999999915,-0.14999999999999858,29.66209235368691,28.884689430225446,254494.49645862821,165243.5,33.322,33.322,17.91,17.6,25.673269230769225,4.344628301864378,4.584959956148245,25.057118644067796
2014-12-26,29.48,30.0,29.288,29.76,20480,0.7119999999999997,29.682666666666666,-0.28000000000000114,0.41000000000000014,29.66517850063387,28.944537722958536,242793.7716356968,162916.33898305084,33.322,33.322,17.91,17.6,25.872307692307686,4.270802309503907,4.5862804191777595,25.135499999999997
2014-12-29,29.59,29.98,29.28,29.89,52957,0.6999999999999993,29.71666666666667,-0.3000000000000007,0.129999999999999,29.67290172553879,29.00244739373665,233301.93305391195,160542.4,33.322,33.322,17.91,17.6,26.07923076923076,4.192773474477725,4.588425882889845,25.21344262295082
2014-12-30,29.33,31.26,29.16,30.96,69530,2.1000000000000014,30.459999999999997,-1.6300000000000026,1.0700000000000003,29.79096646670797,29.111763839206404,225113.33640121634,158778.70491803277,33.322,33.322,18.0,17.6,26.305961538461535,4.072201379529723,4.60848283580039,25.306129032258063
2014-12-31,30.78,31.5,30.64,30.92,37960,0.8599999999999994,31.02,-0.14000000000000057,-0.03999999999999915,29.975321496701774,29.254881551265925,215755.6695811555,157339.20967741936,33.322,33.322,18.53,17.6,26.52769230769231,4.005120576012958,4.625289989070221,25.395238095238096
2015-01-02,30.87,31.58,29.22,30.21,45433,2.3599999999999994,30.336666666666662,0.6600000000000001,-0.7100000000000009,30.029523272196506,29.33601543492098,207239.5361020977,155444.3015873016,33.322,33.322,18.53,17.6,26.749230769230774,3.922488832240731,4.627698682150064,25.470468750000002
2015-01-05,30.19,30.76,29.56,29.73,32816,1.2000000000000028,30.016666666666666,0.46000000000000085,-0.4800000000000004,30.02759478136703,29.387064277301906,198518.3592969928,153725.375,33.322,33.322,18.53,17.6,26.963269230769235,3.7999123072643934,4.621792126603971,25.536
2015-01-06,29.84,29.84,28.29,29.38,62599,1.5500000000000007,29.169999999999998,0.46000000000000085,-0.3500000000000014,29.898955564161973,29.370784456504264,191722.39133214316,151865.23076923078,33.322,33.322,19.0,17.6,27.16903846153846,3.6515582867589056,4.610618528349288,25.594242424242427
2015-01-07,29.76,29.94,28.5,28.64,51521,1.4400000000000013,29.026666666666667,1.120000000000001,-0.7399999999999984,29.768112229537675,29.344975622266446,184712.32176553598,150512.71212121213,33.322,33.322,19.2,17.6,27.362500000000004,3.493665627851464,4.590959958846201,25.63970149253732
2015-01-08,28.96,29.51,28.57,29.37,73646,0.9400000000000013,29.150000000000002,-0.41000000000000014,0.7300000000000004,29.675395395107024,29.330352450596465,179159.00567725915,149035.223880597,33.322,33.322,20.41,17.6,27.518653846153857,3.3633791552122063,4.579146604870032,25.694558823529416
2015-01-09,29.38,30.3963,28.8301,30.13,70968,1.5661999999999985,29.785466666666665,-0.75,0.759999999999998,29.69190608584097,29.364486016801727,173749.45539339617,147926.5588235294,33.322,33.322,21.0,17.6,27.67865384615385,3.2477607841321605,4.576644722568506,25.75884057971015
2015-01-12,30.31,30.61,29.05,29.27,35232,1.5599999999999987,29.64333333333333,1.0399999999999991,-0.8599999999999994,29.684620172964824,29.3853995655416,166823.58262372637,146811.21739130435,33.322,33.322,21.0,17.6,27.835000000000004,3.165269158563588,4.5628998141845845,25.809000000000005
2015-01-13,29.5,29.87,28.5,29.73,80414,1.370000000000001,29.36666666666667,-0.23000000000000043,0.46000000000000085,29.6369271470201,29.383994598125984,162503.10349254005,145217.22857142857,33.322,33.322,21.0,17.6,27.974230769230772,3.0644910144287896,4.55415231115079,25.86422535211268
2015-01-14,29.42,29.77,28.85,29.65,24390,0.9199999999999982,29.423333333333336,-0.22999999999999687,-0.08000000000000185,29.604888074967082,29.386945003266536,155597.44831791305,144304.50704225354,33.322,33.322,21.0,17.6,28.122884615384613,2.9566732452190383,4.544065979809055,25.916805555555555
2015-01-15,29.88,29.88,28.4,28.7,61447,1.4800000000000004,28.993333333333336,1.1799999999999997,-0.9499999999999993,29.51315486372202,29.35742412802155,150889.9259020174,142639.02777777778,33.322,33.322,21.0,17.6,28.28173076923077,2.8088731118162,4.524415688691283,25.954931506849316
2015-01-16,28.55,30.15,28.51,30.13,64465,1.639999999999997,29.596666666666664,-1.5799999999999983,1.4299999999999997,29.525681634163714,29.375367318419936,146568.67960691653,141526.80821917808,33.322,33.322,21.0,17.6,28.425961538461543,2.628286411344694,4.519522614207834,26.011351351351355
2015-01-20,30.04,30.04,28.28,29.06,69950,1.759999999999998,29.126666666666665,0.9800000000000004,-1.0700000000000003,29.465829389039158,29.356714769538442,142737.7456265707,140485.43243243243,33.322,33.322,21.0,17.6,28.586538461538467,2.467497864246121,4.5028888505047515,26.052
2015-01-21,28.88,29.9068,28.5,28.96,42491,1.4068000000000005,29.122266666666672,-0.08000000000000185,-0.09999999999999787,29.414294980683284,29.33913116182306,137725.40834524215,139544.96,33.322,33.322,21.0,17.6,28.722307692307695,2.2891362289204653,4.485423459937584,26.09026315789474
2015-01-22,28.87,29.39,28.13,29.07,77508,1.2600000000000016,28.863333333333333,-0.1999999999999993,0.10999999999999943,29.33165073358079,29.303446324686334,134714.53792798004,138267.93421052632,33.322,33.322,21.0,17.6,28.859038461538468,2.077087698247962,4.468953968202247,26.12896103896104
2015-01-23,29.07,29.07,27.89,27.89,43830,1.1799999999999997,28.28333333333333,1.1799999999999997,-1.1799999999999997,29.17440312354367,29.22693785033486,130170.31103158103,137478.84415584416,33.322,33.322,21.15,17.6,29.00269230769231,1.8114009828610722,4.444632048144425,26.151538461538465
2015-01-26,27.74,28.3,27.59,28.3,92120,0.7100000000000009,28.063333333333333,-0.5600000000000023,0.41000000000000014,29.007742655012116,29.139667511559747,128267.79548000198,136278.21794871794,33.322,33.322,23.49,17.6,29.09,1.6379501730000117,4.4229383002501015,26.178734177215194
2015-01-27,28.16,28.94,27.69,27.72,31331,1.25,28.116666666666664,0.4400000000000013,-0.5800000000000018,28.8740812567603,29.062942448192768,123420.95570600189,135719.25316455695,33.322,33.322,24.2,17.6,29.143846153846155,1.5633730223784057,4.398542485869609,26.197999999999997
2015-01-28,27.8,27.92,26.35,26.62,60964,1.5700000000000003,26.963333333333335,1.1799999999999997,-1.0999999999999979,28.587469068246254,28.905471764578312,120298.10792070178,134414.4,33.322,33.322,24.2,17.6,29.167692307692313,1.5316954097999924,4.371555032296435,26.203209876543205
2015-01-29,26.6,26.6,25.82,26.27,66378,0.7800000000000011,26.23,0.33000000000000185,-0.3500000000000014,28.233848708009315,28.70481138223494,117602.10252466667,133507.6049382716,33.322,33.322,24.84,17.6,29.199615384615388,1.4592529194215222,4.344823625979371,26.204024390243898
2015-01-30,26.23,26.27,25.26,25.52,155255,1.009999999999998,25.683333333333334,0.7100000000000009,-0.75,27.851271401807917,28.47820052856732,119484.74739843333,132688.9512195122,33.322,33.322,24.84,17.6,29.224038461538463,1.3981075940980205,4.319215435361483,26.195783132530114
2015-02-02,25.71,25.71,25.0,25.59,63592,0.7100000000000009,25.433333333333334,0.120000000000001,0.07000000000000028,27.48858069153673,28.249835488924774,116690.11002851167,132960.8313253012,33.322,33.322,25.26,17.6,29.200192307692305,1.449558938734091,4.293931527072092,26.188571428571425
2015-02-03,25.65,27.84,25.64,27.46,27089,2.1999999999999993,26.98,-1.8100000000000023,1.870000000000001,27.412293587806218,28.154597827255415,112210.05452708607,132135.0119047619,33.322,33.322,25.0,17.6,29.183461538461536,1.485660801714671,4.270799265568684,26.203529411764702
2015-02-04,27.49,27.77,27.06,27.34,54144,0.7100000000000009,27.39,0.14999999999999858,-0.120000000000001,27.408949549635285,28.09725299021126,109306.75180073177,130899.17647058824,33.322,33.322,25.0,17.6,29.1725,1.4961962990813122,4.247644064343189,26.216744186046512
2015-02-05,27.66,28.66,26.42,28.5,73870,2.2399999999999984,27.86,-0.8399999999999999,1.1600000000000001,27.47660711718999,28.079459015945417,107534.91421069518,130006.67441860466,33.322,33.322,25.0,17.6,29.133846153846154,1.5169315610622471,4.230168909141558,26.242988505747125
2015-02-06,28.41,29.61,28.22,28.66,48593,1.3900000000000006,28.83,-0.25,0.16000000000000014,27.67961604961149,28.135749589749512,104587.81850016041,129361.42528735632,33.322,33.322,25.0,17.6,29.12153846153846,1.5194259855102474,4.213859952879229,26.27045454545454
2015-02-09,28.75,28.8239,27.69,28.15,51657,1.133899999999997,28.2213,0.6000000000000014,-0.5100000000000016,27.760868642169765,28.1421658705183,101941.27757515239,128443.60227272728,33.322,33.322,25.0,17.6,29.153076923076924,1.4922550545831612,4.194800392694951,26.291573033707863
2015-02-10,28.4,29.26,27.64,27.92,65007,1.620000000000001,28.273333333333337,0.4799999999999969,-0.22999999999999687,27.8377383458443,28.15200343022943,100094.56369639478,127580.83146067416,33.322,33.322,25.0,17.6,29.19365384615385,1.434628106254174,4.1749218089817095,26.309666666666665
2015-02-11,27.85,28.19,27.52,27.91,19904,0.6700000000000017,27.873333333333335,-0.05999999999999872,-0.010000000000001563,27.843077593967656,28.131103172962224,96085.03551157503,126885.56666666667,33.322,33.322,25.0,17.6,29.219038461538467,1.3997654468563716,4.155269940302094,26.327252747252743
2015-02-12,27.9631,29.76,27.71,28.2,52126,2.0500000000000007,28.55666666666667,-0.23689999999999856,0.28999999999999915,27.95011595487251,28.16302043499006,93887.08373599628,125709.94505494506,33.322,33.322,25.0,17.6,29.20884615384616,1.4073101099480987,4.137184867695617,26.34760869565217
2015-02-13,28.51,29.33,28.23,29.11,39212,1.0999999999999979,28.89,-0.5999999999999979,0.9100000000000001,28.091098561641633,28.217543902365808,91153.32954919647,124910.11956521739,33.322,33.322,25.0,17.6,29.19769230769231,1.4129519227824683,4.1247329375353665,26.377311827956987
2015-02-17,29.31,29.71,29.21,29.36,18925,0.5,29.426666666666666,-0.05000000000000071,0.25,28.29143377739539,28.308228109688375,87541.91307173664,123988.63440860216,33.322,33.322,25.0,17.6,29.202500000000004,1.4122198496856477,4.114129795827136,26.409042553191487
2015-02-18,29.17,30.27,29.16,29.45,35211,1.1099999999999994,29.626666666666665,-0.2799999999999976,0.08999999999999986,28.49171871078608,28.40711100146175,84925.3674181498,122870.93617021276,33.322,33.322,25.0,17.6,29.198076923076922,1.4113591900411495,4.104170016403525,26.441052631578945
2015-02-19,29.58,29.58,29.2228,29.38,9343,0.35719999999999885,29.394266666666667,0.1999999999999993,-0.07000000000000028,28.62710090416817,28.48114767635212,81146.24904724231,121948.2,33.322,33.322,25.0,17.6,29.15653846153846,1.3709694557212826,4.093627585107805,26.471666666666664
2015-02-20,29.51,30.54,29.2,30.39,94039,1.3399999999999999,30.043333333333333,-0.879999999999999,1.0100000000000016,28.839535768542945,28.598311600625713,81790.88659488018,120775.22916666667,33.322,33.322,25.0,17.6,29.123269230769232,1.3438846120823453,4.091659340795899,26.512061855670098
2015-02-23,30.07,32.15,30.07,32.1,84609,2.0799999999999983,31.439999999999998,-2.030000000000001,1.7100000000000009,29.229605403261502,28.811438230578787,81931.79226513617,120499.59793814433,33.322,33.322,25.0,17.6,29.12192307692308,1.3425793751947126,4.1092839355201365,26.569081632653056
