date,open,high,low,close,volume,range,average,single_day_change,day_to_day_change,12 day ema,26 day ema,volume ema,52 week volume average,52 day high,52 week high,52 day low,52 week low,52 day average,52 week average,52 day standard deviation,52 week standard deviation
2005-09-27,21.05,21.4,19.1,19.3,2576944,2.299999999999997,19.933333333333334,1.75,0.0,19.933333333333334,19.933333333333334,2576944.0,2576944.0,21.4,21.4,19.1,19.1,19.3,19.3,0.0,0.0
2005-09-28,19.3,20.53,19.2,20.5,15409920,1.3300000000000018,20.076666666666668,-1.1999999999999993,1.1999999999999993,19.954833333333333,19.944083333333335,3218592.8,2576944.0,21.4,21.4,19.1,19.1,19.9,19.9,0.5999999999999996,0.5999999999999996
2005-09-29,20.4,20.58,20.1,20.21,2890617,0.4799999999999969,20.296666666666667,0.18999999999999773,-0.28999999999999915,20.006108333333334,19.970527083333337,3202194.01,8993432.0,21.4,21.4,19.1,19.1,20.003333333333334,20.003333333333334,0.5112294548982437,0.5112294548982437
2005-09-30,20.26,21.05,20.18,21.01,8373458,0.870000000000001,20.74666666666667,-0.75,0.8000000000000007,20.117192083333336,20.02873755208334,3460757.2094999994,6959160.333333333,21.4,21.4,19.1,19.1,20.255,20.255,0.6213091018164792,0.6213091018164792
2005-10-03,20.9,21.75,20.9,21.5,2836193,0.8500000000000014,21.383333333333336,-0.6000000000000014,0.48999999999999844,20.307113270833334,20.13033223567709,3429528.9990249993,7312734.75,21.4,21.4,19.1,19.1,20.503999999999998,20.503999999999998,0.7462064057618374,0.7462064057618374
2005-10-04,21.44,22.5,21.44,22.16,4742091,1.0599999999999987,22.03333333333333,-0.7199999999999989,0.6600000000000001,20.566046280208333,20.27305731800131,3495157.099073749,6417426.4,21.75,21.75,19.1,19.1,20.779999999999998,20.779999999999998,0.919184421103839,0.919184421103839
2005-10-05,22.1,22.31,21.75,22.2,2424397,0.5599999999999987,22.08666666666667,-0.09999999999999787,0.03999999999999915,20.794139338177082,20.409078019151213,3441619.0941200615,6138203.833333333,22.5,22.5,19.1,19.1,20.982857142857142,20.982857142857142,0.9854471687761749,0.9854471687761749
2005-10-06,22.6,23.0,22.4,22.58,4327614,0.6000000000000014,22.659999999999997,0.020000000000003126,0.379999999999999,21.07401843745052,20.577897167714873,3485918.8394140583,5607660.0,22.5,22.5,19.1,19.1,21.182499999999997,21.182499999999997,1.0624117610418282,1.0624117610418282
2005-10-07,22.25,22.6,21.8,22.15,2019839,0.8000000000000007,22.183333333333337,0.10000000000000142,-0.4299999999999997,21.24041567183294,20.69830488013626,3412614.8474433552,5447654.25,23.0,23.0,19.1,19.1,21.29,21.29,1.0467834329772105,1.0467834329772105
2005-10-10,22.28,22.29,22.1,22.21,1444236,0.18999999999999773,22.2,0.07000000000000028,0.060000000000002274,21.384353321057997,20.81093201412604,3314195.9050711873,5066785.888888889,23.0,23.0,19.1,19.1,21.381999999999998,21.381999999999998,1.0307065537775526,1.0307065537775526
2005-10-11,22.26,22.3,21.8,21.98,2049866,0.5,22.026666666666667,0.28000000000000114,-0.23000000000000043,21.480700322899295,20.902112113066586,3250979.4098176276,4704530.9,23.0,23.0,19.1,19.1,21.436363636363634,21.436363636363634,0.9976633858195647,0.9976633858195647
2005-10-12,21.9,22.05,21.64,21.76,2447453,0.41000000000000014,21.816666666666666,0.13999999999999702,-0.21999999999999886,21.531095274464402,20.970703704586594,3210803.089326746,4463197.7272727275,23.0,23.0,19.1,19.1,21.463333333333335,21.463333333333335,0.9593690055911166,0.9593690055911166
2005-10-13,21.7,21.8,21.4,21.71,1424397,0.40000000000000213,21.636666666666667,-0.010000000000001563,-0.05000000000000071,21.54693098329474,21.0206509267426,3121482.7848604084,4295219.0,23.0,23.0,19.1,19.1,21.482307692307693,21.482307692307693,0.924072539994343,0.924072539994343
2005-10-14,21.85,22.4,21.85,22.27,2380161,0.5499999999999972,22.173333333333332,-0.41999999999999815,0.5599999999999987,21.64089133580053,21.10710210723691,3084416.6956173875,4074386.5384615385,23.0,23.0,19.1,19.1,21.538571428571426,21.538571428571426,0.913273993802025,0.913273993802025
2005-10-17,22.15,22.22,21.85,22.08,1243968,0.36999999999999744,22.05,0.07000000000000028,-0.19000000000000128,21.70225763543045,21.17781944919414,2992394.260836518,3953370.4285714286,23.0,23.0,19.1,19.1,21.574666666666662,21.574666666666662,0.892583267201939,0.892583267201939
2005-10-18,22.06,22.3,21.35,21.49,4867292,0.9499999999999993,21.713333333333335,0.5700000000000003,-0.5899999999999999,21.703918990115884,21.217982990504577,3086139.147794692,3772743.6,23.0,23.0,19.1,19.1,21.569375,21.569375,0.864483001206501,0.864483001206501
2005-10-19,21.37,21.6,20.85,21.38,3930295,0.75,21.276666666666667,-0.00999999999999801,-0.10999999999999943,21.639831141598503,21.222384266216732,3128346.940404957,3841152.875,23.0,23.0,19.1,19.1,21.558235294117647,21.558235294117647,0.8398545763062554,0.8398545763062554
2005-10-20,21.35,21.48,20.85,21.02,1718231,0.629999999999999,21.116666666666664,0.33000000000000185,-0.35999999999999943,21.561356470358728,21.214455446250476,3057841.143384709,3846396.529411765,23.0,23.0,19.1,19.1,21.528333333333332,21.528333333333332,0.8254510551476955,0.8254510551476955
2005-10-21,21.02,22.42,21.01,21.96,2458445,1.4100000000000001,21.79666666666667,-0.9400000000000013,0.9400000000000013,21.59665299980492,21.25812128778169,3027871.3362154732,3728165.111111111,23.0,23.0,19.1,19.1,21.551052631578944,21.551052631578944,0.8091964483157094,0.8091964483157094
2005-10-24,22.01,22.36,21.95,22.31,1364075,0.41000000000000014,22.206666666666667,-0.29999999999999716,0.34999999999999787,21.688155049834183,21.329262191198065,2944681.5194046996,3661337.736842105,23.0,23.0,19.1,19.1,21.589,21.589,0.8058653733720039,0.8058653733720039
2005-10-25,22.25,22.54,21.7,22.0,1172386,0.8399999999999999,22.08,0.25,-0.3099999999999987,21.746931792359057,21.38556752685821,2856066.743434464,3546474.6,23.0,23.0,19.1,19.1,21.608571428571427,21.608571428571427,0.7912996284852001,0.7912996284852001
2005-10-26,22.0,22.45,21.99,22.32,1456300,0.46000000000000085,22.25333333333333,-0.3200000000000003,0.3200000000000003,21.822892023505197,21.450649962343846,2786078.406262741,3433422.761904762,23.0,23.0,19.1,19.1,21.64090909090909,21.64090909090909,0.7871808680400355,0.7871808680400355
2005-10-27,22.26,22.56,22.2,22.56,941555,0.35999999999999943,22.439999999999998,-0.29999999999999716,0.23999999999999844,21.915458219979417,21.52485121516806,2693852.235949604,3343553.5454545454,23.0,23.0,19.1,19.1,21.68086956521739,21.68086956521739,0.7923652706405055,0.7923652706405055
2005-10-28,22.55,23.9,22.37,23.9,4329491,1.5299999999999976,23.389999999999997,-1.3499999999999979,1.3399999999999999,22.136639486982503,21.664737374030455,2775634.1741521233,3239118.8260869565,23.0,23.0,19.1,19.1,21.77333333333333,21.77333333333333,0.8934887924435434,0.8934887924435434
2005-10-31,24.0,25.35,24.0,24.68,1893834,1.3500000000000014,24.676666666666666,-0.6799999999999997,0.7800000000000011,22.517643563935128,21.890632070978175,2731544.165444517,3284551.0,23.9,23.9,19.1,19.1,21.889599999999994,21.889599999999994,1.0444232092403918,1.0444232092403918
2005-11-01,24.7,25.08,24.69,25.02,2323861,0.389999999999997,24.929999999999996,-0.3200000000000003,0.33999999999999986,22.879497029344858,22.11858466565481,2711160.0071722907,3228922.32,25.35,25.35,19.1,19.1,22.009999999999994,22.009999999999994,1.1879685310517405,1.1879685310517405
2005-11-02,25.23,28.1,25.2,27.55,7694906,2.900000000000002,26.95,-2.3200000000000003,2.530000000000001,23.49007247494313,22.4809408157307,2960347.306813676,3194112.269230769,25.35,25.35,19.1,19.1,22.215185185185177,22.215185185185177,1.5664051090654827,1.5664051090654827
2005-11-03,27.6,28.1,27.6,27.87,2429223,0.5,27.85666666666667,-0.2699999999999996,0.3200000000000003,24.14506160370166,22.8841202545509,2933791.0914729917,3360808.3333333335,28.1,28.1,19.1,19.1,22.417142857142853,22.417142857142853,1.8620531240366622,1.8620531240366622
2005-11-04,27.8,29.0,27.77,28.8,2446649,1.2300000000000004,28.52333333333333,-1.0,0.9299999999999997,24.801802363146408,23.307061235459585,2909433.9868993424,3327537.4285714286,28.1,28.1,19.1,19.1,22.63724137931034,22.63724137931034,2.1688927678167387,2.1688927678167387
2005-11-07,29.0,29.43,28.38,28.93,1305362,1.0500000000000007,28.913333333333338,0.07000000000000028,0.129999999999999,25.418532008674447,23.72753164280012,2829230.3875543755,3297161.9655172415,29.0,29.0,19.1,19.1,22.84699999999999,22.84699999999999,2.4131420043862595,2.4131420043862595
2005-11-08,29.1,29.7,29.0,29.43,3739946,0.6999999999999993,29.376666666666665,-0.3299999999999983,0.5,26.01225220737328,24.151216769590114,2874766.1681766566,3230768.6333333333,29.43,29.43,19.1,19.1,23.059354838709666,23.059354838709666,2.6435288432429167,2.6435288432429167
2005-11-09,29.43,31.3,29.43,31.3,3518231,1.870000000000001,30.676666666666666,-1.870000000000001,1.870000000000001,26.711914376267288,24.64062551187086,2906939.4097678233,3247193.709677419,29.7,29.7,19.1,19.1,23.316875,23.316875,2.97080422350161,2.97080422350161
2005-11-10,31.15,33.96,31.15,32.8,5224933,2.8100000000000023,32.63666666666666,-1.6499999999999986,1.4999999999999964,27.600627219827192,25.240328598480545,3022839.089279432,3255663.625,31.3,31.3,19.1,19.1,23.604242424242422,23.604242424242422,3.3467587488566704,3.3467587488566704
2005-11-11,33.05,33.95,33.0,33.35,3173995,0.9500000000000028,33.43333333333334,-0.30000000000000426,0.5500000000000043,28.475533136853112,25.854803953594505,3030396.88481546,3315338.4545454546,33.96,33.96,19.1,19.1,23.890882352941176,23.890882352941176,3.6854741634813535,3.6854741634813535
2005-11-14,33.5,34.5,33.45,33.75,2839678,1.0499999999999972,33.9,-0.25,0.3999999999999986,29.289203166325144,26.45819365707492,3020860.940574687,3311181.294117647,33.96,33.96,19.1,19.1,24.172571428571427,24.172571428571427,3.986539740431646,3.986539740431646
2005-11-15,33.75,33.88,32.84,33.88,2035389,1.0399999999999991,33.53333333333333,-0.13000000000000256,0.13000000000000256,29.925822691376375,26.9888291327943,2971587.343545953,3297709.7714285715,34.5,34.5,19.1,19.1,24.44222222222222,24.44222222222222,4.2421627811445894,4.2421627811445894
2005-11-16,33.51,33.85,33.4,33.6,1454692,0.45000000000000284,33.61666666666667,-0.09000000000000341,-0.28000000000000114,30.47944928766992,27.485916947834728,2895742.576368655,3262645.3055555555,34.5,34.5,19.1,19.1,24.68972972972973,24.68972972972973,4.44014942924008,4.44014942924008
2005-11-17,33.4,34.55,33.23,34.32,2712869,1.3200000000000003,34.03333333333333,-0.9200000000000017,0.7199999999999989,31.01253189451943,27.976973176747123,2886598.8975502225,3213781.7027027025,34.5,34.5,19.1,19.1,24.943157894736842,24.943157894736842,4.644617204363483,4.644617204363483
2005-11-18,34.35,34.35,32.86,33.05,1420375,1.490000000000002,33.42,1.3000000000000043,-1.2700000000000031,31.373652110341517,28.38520018849109,2813287.702672711,3200599.789473684,34.55,34.55,19.1,19.1,25.15102564102564,25.15102564102564,4.76038556662507,4.76038556662507
2005-11-21,32.75,32.75,31.26,31.99,1705898,1.4899999999999984,32.0,0.7600000000000016,-1.0599999999999987,31.46760429379029,28.65631017435426,2757918.2175390753,3154953.0,34.55,34.55,19.1,19.1,25.322000000000003,25.322000000000003,4.820248541309877,4.820248541309877
2005-11-22,31.99,32.74,31.6,32.5,1131099,1.1400000000000006,32.28,-0.5100000000000016,0.5100000000000016,31.589463649721747,28.928086911277692,2676577.2566621215,3118726.625,34.55,34.55,19.1,19.1,25.49707317073171,25.49707317073171,4.888161030790489,4.888161030790489
