date,low,high,average,volume,close,open,range,twelveDay,twentySixDay,volumeEMA,singleDay,dayToDay,fiftyTwoDayHigh,fiftyTwoWeekHigh,fiftyTwoDayLow,fiftyTwoWeekLow,fiftyTwoWeekAverage,fiftyTwoDayStandDev,fiftyTwoWeekStandDev
2014-10-02,0.9513513513513514,1.0864864864864865,1.0126126126126127,1.0,1.0,1.0810810810810811,0.1351351351351351,1.0126126126126127,1.0126126126126127,1.0,0.08108108108108103,0.0,1.0864864864864865,1.0864864864864865,0.9513513513513514,0.9513513513513514,1.0,0.0,0.0
2014-10-03,0.9717362045760431,1.009421265141319,0.9950650515926421,0.05557625685360834,1.0040376850605652,0.9798115746971736,0.037685060565275874,1.006505159264244,1.0075145805293855,0.9527788128426805,-0.024226110363391617,0.008075370121130465,1.082099596231494,1.082099596231494,0.9475100942126515,0.9475100942126515,1.0,0.004037685060565233,0.004037685060565233
2014-10-06,0.9831530413193829,1.0416740556836317,1.0161376130519597,0.12741269226148066,1.0235857421528638,0.9831530413193829,0.058521014364248836,0.9978608795885792,0.9971709301294559,1.7213388641913472,-0.04043270083348105,0.03138854406809721,1.069338535201277,1.069338535201277,0.9363362298279838,0.9363362298279838,1.0,0.01699286274856182,0.01699286274856182
2014-10-07,1.00115298162105,1.0302789898188551,1.0163391952047245,0.16857808673871977,1.0175856141742694,1.0239323019965623,0.029126008197805087,0.9956606946097226,0.9932016588434925,2.314429888908651,0.006346687822292751,0.0,1.0630702102340344,1.0630702102340344,0.9308475472696022,0.9308475472696022,1.0,0.01780789433248342,0.01780789433248342
2014-10-08,0.997256226255804,1.0278598564795272,1.0115027437737443,0.0446408613423227,1.009392148585901,1.0115027437737443,0.030603630223723144,0.996049830932531,0.992417071403524,2.777872515574775,0.0021105951878430673,-0.005804136766568213,1.0605740818910934,1.0605740818910934,0.9286618826509075,0.9286618826509075,1.0,0.016569852549540465,0.016569852549540465
2014-10-09,0.9999122883957549,1.0288571177966845,1.0139461450749934,0.17059802485672648,1.013069029032541,1.0083326024032981,0.028944829400929795,0.996521319346987,0.9916323153379505,3.2708453703599383,-0.004736426629243118,0.0063152355056574905,1.0578019471976143,1.0578019471976143,0.9262345408297519,0.9262345408297519,1.0,0.01617916563959021,0.01617916563959021
2014-10-10,0.9878204646267199,1.0188707615968724,1.0022053479688244,0.06011168413838042,0.9999248176828811,1.0130817231787086,0.031050296970152602,0.997384537417691,0.9924367864059424,3.608742971144527,0.013156905495827376,-0.013156905495827376,1.0578152018645217,1.0578152018645217,0.9262461469062478,0.9262461469062478,1.0,0.014979215885015829,0.014979215885015829
2014-10-13,0.980993355700283,1.0051970265114138,0.9953748656886608,0.1048538228211765,0.9999342148542859,0.9957239655285838,0.02420367081113095,0.9970910539617732,0.9926657696419621,3.9652589431390837,-0.004210249325702131,0.0,1.0578251430826922,1.0578251430826922,0.9262548516544965,0.9262548516544965,1.0,0.014011927183249617,0.014011927183249617
2014-10-14,0.9475633413673507,1.0068191170419143,0.9706660396214215,0.28430656195831305,0.9576156604549998,1.0068191170419143,0.05925577567456353,0.9976175379257378,0.995880536366367,4.255818142086666,0.049203456586914385,-0.04761624830991695,1.063429545588149,1.063429545588149,0.9311621891717126,0.9311621891717126,1.0,0.020023170372310828,0.020023170372310828
2014-10-15,0.949667616334283,1.02880658436214,1.0011958777390875,0.11273493568824233,1.02511343252084,0.9549435475361402,0.07913896802785692,0.9957881154963779,0.9937087169415222,4.397947055764513,-0.07016988498469967,0.07016988498469967,1.0604621715732827,1.0604621715732827,0.9285638915268546,0.9285638915268546,1.0,0.020709894941791207,0.020709894941791207
