date,low,high,average,volume,close,open,range,twelveDay,twentySixDay,volumeEMA,singleDay,dayToDay,fiftyTwoDayHigh,fiftyTwoWeekHigh,fiftyTwoDayLow,fiftyTwoWeekLow,fiftyTwoWeekAverage,fiftyTwoDayStandDev,fiftyTwoWeekStandDev
2005-09-27,-1.0,1.0,-0.2753623188405798,0.5,-0.8260869565217395,0.695652173913045,0.5,-0.2753623188405798,-0.2753623188405798,0.5,0.5,0.5,1.0,1.0,-1.0,-1.0,-0.8260869565217395,0.5,0.5
2005-09-28,-0.9130434782608713,0.24347826086956648,-0.1507246376811584,1.0,0.2173913043478264,-0.8260869565217395,-1.0,-0.25666666666666715,-0.266014492753625,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-0.3043478260869581,1.0,1.0
2005-09-29,-0.13043478260869457,0.2869565217391292,0.04057971014492767,-0.9511145349293881,-0.03478260869565153,0.13043478260869468,-1.0,-0.21207971014492755,-0.2430199275362318,0.9488854650706118,-0.05762711864406955,-1.0,1.0,1.0,-1.0,-1.0,-0.2144927536231882,0.7040981829941466,0.7040981829941466
2005-09-30,-0.06086956521739162,0.695652173913045,0.4318840579710208,-0.09662201503376922,0.6608695652173935,0.008695652173914326,-0.571428571428567,-0.11548514492753403,-0.19240212862318407,1.0,-0.6949152542372885,0.4630872483221491,1.0,1.0,-1.0,-1.0,0.0043478260869556085,1.0,1.0
2005-10-03,0.35849056603773444,1.0,0.7232704402515746,-0.9595964334383544,0.811320754716981,0.35849056603773444,-0.5934065934065884,-0.08897111635220156,-0.2223907655267242,0.9293330080624913,-0.5932203389830522,0.0469798657718099,1.0,1.0,-1.0,-1.0,0.22086956521739265,1.0,1.0
2005-10-04,0.37647058823529456,1.0,0.7254901960784301,-0.6625650979164927,0.8,0.37647058823529456,-0.3626373626373607,-0.13761983517156928,-0.30996628352864364,1.0,-0.6745762711864403,0.2751677852348997,1.0,1.0,-1.0,-1.0,0.2679245283018872,1.0,1.0
2005-10-05,0.5588235294117645,0.8882352941176463,0.7568627450980407,-1.0,0.8235294117647054,0.764705882352942,-0.9120879120879101,-0.003447448131130626,-0.22995410638164193,0.8833865362894644,-0.2542372881355921,-0.5570469798657736,1.0,1.0,-1.0,-1.0,0.10756302521008321,1.0,1.0
2005-10-06,0.6923076923076914,1.0,0.8256410256410256,-0.7068709515974059,0.7846153846153836,0.7948717948717956,-0.8681318681318632,0.012317147410522145,-0.24210401655647573,0.9798777436980382,-0.17288135593220155,-0.10067114093959884,1.0,1.0,-1.0,-1.0,0.2250000000000003,1.0,1.0
2005-10-07,0.3846153846153848,0.7948717948717956,0.5811965811965811,-1.0,0.5641025641025632,0.6153846153846152,-0.6483516483516443,0.09764906247843141,-0.1803564717249957,0.820211121549761,-0.11864406779660952,-1.0,1.0,1.0,-1.0,-1.0,0.12307692307692242,0.9705795273777986,0.9705795273777986
2005-10-10,0.538461538461539,0.6358974358974354,0.5897435897435892,-1.0,0.5948717948717952,0.6307692307692312,-1.0,0.17146324156820514,-0.12259896711485252,0.6058405305149608,-0.13898305084745766,-0.39877300613496647,1.0,1.0,-1.0,-1.0,0.1702564102564108,0.9403146530810527,0.9403146530810527
2005-10-11,0.3846153846153848,0.6410256410256412,0.5008547008547029,-0.9132688381034542,0.476923076923077,0.6205128205128212,-0.706161137440756,0.22087196046117685,-0.07583994201713573,0.4681459249439248,0.003389830508475189,-0.7546012269938658,1.0,1.0,-1.0,-1.0,0.19813519813519842,0.8781105827390889,0.8781105827390889
2005-10-12,0.2842105263157899,0.5000000000000004,0.3771929824561404,-0.8563311327966464,0.34736842105263244,0.4210526315789467,-0.6140350877192954,0.2268922497181045,-0.0680506817965294,-0.9412275494911967,0.8108108108108052,-0.7423312883435571,1.0,1.0,-1.0,-1.0,0.21196581196581055,0.6261028182429764,0.6261028182429764
2005-10-13,-0.1034482758620705,0.1724137931034484,0.059770114942530705,-1.0,0.11034482758620712,0.10344827586206806,-0.5172413793103354,-0.002116563245007752,-0.365068326384414,-1.0,0.4368932038834905,-0.38211382113821324,1.0,1.0,-1.0,-1.0,0.22169625246548308,0.49802735136621945,0.49802735136621945
2005-10-14,0.18439716312056853,0.5744680851063819,0.41371158392434637,-0.7249228348981251,0.4822695035460991,0.18439716312056853,-0.1724137931034505,0.036093145957824424,-0.34248077500928464,-1.0,-0.35922330097087085,0.6097560975609726,1.0,1.0,-1.0,-1.0,0.25054945054944744,0.32379565563393164,0.32379565563393164
2005-10-17,-0.09523809523809312,0.2571428571428567,0.09523809523809645,-1.0,0.1238095238095227,0.19047619047618958,-0.5862068965517253,-0.23594510911385724,-0.7354100483865329,-1.0,0.5799999999999983,-0.5596330275229386,1.0,1.0,-1.0,-1.0,0.2690598290598283,-0.07416582928844384,-0.07416582928844384
2005-10-18,-1.0,0.1515151515151516,-0.5595959595959636,1.0,-0.8303030303030338,-0.13939393939394196,0.7471264367816106,-0.5710072847080205,-1.1600206175702157,-0.6270810814623493,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.266346153846154,-1.0,-1.0
2005-10-19,-1.0,-0.3023255813953484,-0.6031007751937989,0.4827970118046303,-0.5069767441860484,-0.516279069767442,0.47368421052631904,-0.26527335665255314,-0.6535960314263034,-0.44905406753889354,-0.17171717171717016,-0.1652173913043461,1.0,1.0,-1.0,-1.0,0.2606334841628959,-1.0,-1.0
2005-10-20,-1.0,-0.41395348837209356,-0.751937984496128,-0.7382166209811765,-0.8418604651162807,-0.5348837209302322,0.15789473684210642,-0.33827305082909453,-0.6609716779065287,-0.7347776163982562,0.5151515151515176,-0.5999999999999988,1.0,1.0,-1.0,-1.0,0.24529914529914265,-1.0,-1.0
2005-10-21,-0.817142857142857,0.7942857142857147,0.08190476190476459,-0.32963378378527564,0.268571428571428,-0.8057142857142878,1.0,-0.14668228593723553,-0.5335756711066405,-0.8311502267634158,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.25695006747638316,-1.0,-1.0
2005-10-24,0.4012738853503155,0.9235668789808889,0.7282377919320622,-0.933703417083319,0.8598726114649644,0.47770700636942665,-0.6393442622950787,0.06771343927921203,-0.38947491567125625,-1.0,-0.15231788079469766,0.2287581699346366,1.0,1.0,-1.0,-1.0,0.2764102564102573,-1.0,-1.0
2005-10-25,0.0059171597633125295,1.0,0.45562130177514626,-1.0,0.36094674556213024,0.6568047337278111,-0.0961538461538437,0.06145774243675306,-0.3661922759074442,-1.0,0.576158940397351,-0.633986928104574,1.0,1.0,-1.0,-1.0,0.28644688644688343,-1.0,-1.0
2005-10-26,0.3491124260355012,0.8934911242603552,0.66074950690335,-0.8463213949150533,0.7396449704142021,0.36094674556213024,-0.8269230769230707,0.15135150710674639,-0.2891716421966287,-1.0,-0.17880794701986724,0.18954248366013005,1.0,1.0,-1.0,-1.0,0.30303030303030254,-1.0,-1.0
2005-10-27,0.5789473684210527,1.0,0.8596491228070202,-1.0,1.0,0.6491228070175465,-1.0,0.2461499648882033,-0.21070033313677727,-1.0,-0.15231788079469766,0.08496732026143494,1.0,1.0,-1.0,-1.0,0.32352285395763514,-0.9242553980610227,-0.9242553980610227
2005-10-28,-0.003278688524589568,1.0,0.6655737704918043,0.7260127206687559,1.0,0.11475409836065631,1.0,-0.1563019757491786,-0.46574598424232727,-0.6235538092228992,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.37094017094016896,0.6861811262284401,0.6861811262284401
2005-10-31,0.39999999999999947,1.0,0.7007407407407398,-0.514853389312631,0.7022222222222214,0.39999999999999947,0.6923076923076983,-0.25882508269549953,-0.5374968573430341,-0.8265022376180131,-0.3020833333333345,0.4196891191709855,1.0,1.0,-1.0,-1.0,0.162333333333331,1.0,1.0
